Timestamp,Plate ID,Plate Number,OCR Confidence,Plate Confidence
2025-03-26 12:53:46,43,R-183-JF,0.99,0.78
2025-03-26 12:54:00,44,N-894-JV,0.98,0.74
2025-03-26 12:54:09,45,L-656-XH,0.98,0.65
2025-03-26 12:54:26,46,H-644-LX,0.97,0.74
2025-03-26 12:54:33,47,K-884-RS,0.98,0.79
2025-03-26 12:54:37,48,66-HH-07,0.99,0.80
2025-03-26 12:54:50,49,66-HH-O7,0.98,0.82
2025-03-26 12:55:09,50,L-605-HZ,0.97,0.75
2025-03-26 12:55:22,51,R-183-JF,0.99,0.78
2025-03-26 12:55:37,52,N-894-JV,0.98,0.74
2025-03-26 12:55:46,53,L-656-XH,0.98,0.65
2025-03-26 12:56:04,54,DL3CBJ1384,0.99,0.74
2025-03-26 12:56:07,55,DL2CAT4762,0.99,0.69
2025-03-26 12:56:15,56,HR26CQ6869,0.97,0.76
2025-03-26 12:56:49,57,DL7CD5017,0.97,0.74
2025-03-26 12:57:15,58,DL3CBJ1384,0.99,0.76
2025-03-26 12:57:19,59,DL2CAT4762,0.99,0.63
2025-03-26 12:57:25,60,HR26CQ6869,0.99,0.64
2025-03-26 12:59:45,61,DL3CBJ1384,0.99,0.74
2025-03-26 12:59:49,62,DL2CAT4762,0.99,0.69
2025-03-26 12:59:56,63,HR26CQ6869,0.97,0.76
2025-03-26 13:01:03,64,DL3CBJ1384,0.99,0.74
2025-03-26 13:01:07,65,DL2CAT4762,0.99,0.69
2025-03-26 13:01:14,66,HR26CQ6869,0.97,0.76
2025-03-26 13:02:23,67,DL3CBJ1384,0.99,0.74
2025-03-26 13:02:27,68,DL2CAT4762,0.99,0.69
2025-03-26 13:02:34,69,HR26CQ6869,0.97,0.76
2025-03-26 13:03:43,70,DL3CBJ1384,0.99,0.74
2025-03-26 13:03:47,71,DL2CAT4762,0.99,0.69
2025-03-26 14:35:06,1,DL3CBJ1384,0.99,0.74
2025-03-26 14:35:09,2,DL2CAT4762,0.99,0.69
2025-03-26 14:35:16,3,HR26CQ6869,0.97,0.76
2025-03-26 14:36:15,4,DL3CBJ1384,0.99,0.74
2025-03-26 14:36:18,5,DL2CAT4762,0.99,0.69
2025-03-26 14:36:24,6,HR26CQ6869,0.97,0.76
2025-03-26 14:37:22,7,DL3CBJ1384,0.99,0.74
2025-03-26 14:37:25,8,DL2CAT4762,0.99,0.69
2025-03-26 14:37:31,9,HR26CQ6869,0.97,0.76
2025-03-26 14:38:29,10,DL3CBJ1384,0.99,0.74
2025-03-26 14:38:32,11,DL2CAT4762,0.99,0.69
2025-03-26 14:38:38,12,HR26CQ6869,0.97,0.76
2025-03-26 14:39:34,13,DL3CBJ1384,0.99,0.74
2025-03-26 14:39:37,14,DL2CAT4762,0.99,0.69
2025-03-26 14:39:44,15,HR26CQ6869,0.97,0.76
2025-03-26 14:40:47,16,DL3CBJ1384,0.99,0.74
2025-03-26 14:40:50,17,DL2CAT4762,0.99,0.69
2025-03-26 14:40:56,18,HR26CQ6869,0.97,0.76
2025-03-26 14:42:01,19,DL3CBJ1384,0.99,0.74
2025-03-26 14:42:05,20,DL2CAT4762,0.99,0.69
2025-03-26 14:42:11,21,HR26CQ6869,0.97,0.76
2025-03-26 14:43:15,22,DL3CBJ1384,0.99,0.74
2025-03-26 14:43:18,23,DL2CAT4762,0.99,0.69
2025-03-26 14:43:24,24,HR26CQ6869,0.97,0.76
2025-03-26 14:44:25,25,DL3CBJ1384,0.99,0.74
2025-03-26 14:44:28,26,DL2CAT4762,0.99,0.69
2025-03-26 14:44:35,27,HR26CQ6869,0.97,0.76
2025-03-26 14:45:40,28,DL3CBJ1384,0.99,0.74
2025-03-26 14:45:44,29,DL2CAT4762,0.99,0.69
2025-03-26 14:45:51,30,HR26CQ6869,0.97,0.76
2025-03-26 14:47:00,31,DL3CBJ1384,0.99,0.74
2025-03-26 14:47:16,32,DL7CD5017,0.98,0.78
2025-03-26 14:47:23,33,DL2CAT4762,0.99,0.66
2025-03-26 14:47:27,34,HR26C06869,0.98,0.80
2025-03-26 14:47:29,35,HR26CQ6869,0.97,0.73
2025-03-26 14:48:01,36,DL3CBJ1384,0.98,0.73
2025-03-26 14:48:18,37,DL7CD5017,0.98,0.78
2025-03-26 14:48:25,38,DL2CAT4762,0.99,0.66
2025-03-26 14:48:29,39,HR26C06869,0.98,0.80
2025-03-26 14:48:31,40,HR26CQ6869,0.97,0.73
2025-03-26 14:49:02,41,DL3CBJ1384,0.97,0.70
2025-03-26 14:49:19,42,DL7CD5017,0.98,0.78
2025-03-26 14:49:27,43,DL2CAT4762,0.99,0.66
2025-03-26 14:49:31,44,HR26C06869,0.98,0.80
2025-03-26 14:49:33,45,HR26CQ6869,0.97,0.73
2025-03-26 14:50:04,46,DL3CBJ1384,0.97,0.70
2025-03-26 14:50:21,47,DL7CD5017,0.98,0.78
2025-03-26 14:50:29,48,DL2CAT4762,0.99,0.66
2025-03-26 14:50:33,49,HR26C06869,0.98,0.80
2025-03-26 14:50:35,50,HR26CQ6869,0.97,0.73
2025-03-26 14:51:07,51,DL3CBJ1384,0.97,0.70
2025-03-26 14:51:24,52,DL7CD5017,0.98,0.78
2025-03-26 14:51:31,53,DL2CAT4762,0.99,0.66
2025-03-26 14:51:35,54,HR26C06869,0.98,0.80
2025-03-26 14:51:37,55,HR26CQ6869,0.97,0.73
2025-03-26 14:52:09,56,DL3CBJ1384,0.97,0.70
2025-03-26 14:52:26,57,DL7CD5017,0.98,0.78
2025-03-26 14:52:34,58,DL2CAT4762,0.99,0.66
2025-03-26 14:52:38,59,HR26C06869,0.98,0.80
2025-03-26 14:52:40,60,HR26CQ6869,0.97,0.73
2025-03-26 14:53:12,61,DL3CBJ1384,0.97,0.70
2025-03-26 14:53:29,62,DL7CD5017,0.98,0.78
2025-03-26 14:53:36,63,DL2CAT4762,0.99,0.66
2025-03-26 14:53:40,64,HR26C06869,0.98,0.80
2025-03-26 14:53:42,65,HR26CQ6869,0.97,0.73
2025-03-26 14:54:15,66,DL3CBJ1384,0.97,0.70
2025-03-26 14:54:47,67,DL7CD5017,0.98,0.78
2025-03-26 14:55:10,68,DL2CAT4762,0.99,0.66
2025-03-26 14:55:24,69,HR26C06869,0.98,0.80
2025-03-26 14:55:31,70,HR26CQ6869,0.97,0.73
