Timestamp,Plate ID,Plate Number,OCR Confidence,Plate Confidence
2025-05-09 10:03:05,47,DL2CAT4762,0.99,0.69
2025-05-09 10:03:11,48,HR26CQ6869,0.97,0.76
2025-05-09 10:04:12,49,DL3CBJ1384,0.99,0.74
2025-05-09 10:04:16,50,DL2CAT4762,0.99,0.69
2025-05-09 10:04:22,51,HR26CQ6869,0.97,0.76
2025-05-09 10:05:24,52,DL3CBJ1384,0.99,0.74
2025-05-09 10:05:28,53,DL2CAT4762,0.99,0.69
2025-05-09 10:05:34,54,HR26CQ6869,0.97,0.76
2025-05-09 10:06:36,55,DL3CBJ1384,0.99,0.74
2025-05-09 10:06:40,56,DL2CAT4762,0.99,0.69
2025-05-09 10:06:46,57,HR26CQ6869,0.97,0.76
2025-05-09 10:07:50,58,DL3CBJ1384,0.99,0.74
2025-05-09 10:07:53,59,DL2CAT4762,0.99,0.69
2025-05-09 10:07:59,60,HR26CQ6869,0.97,0.76
2025-05-09 10:09:03,61,DL3CBJ1384,0.99,0.74
2025-05-09 10:09:06,62,DL2CAT4762,0.99,0.69
2025-05-09 10:09:12,63,HR26CQ6869,0.97,0.76
2025-05-09 10:10:16,64,DL3CBJ1384,0.99,0.74
2025-05-09 10:10:20,65,DL2CAT4762,0.99,0.69
2025-05-09 10:10:26,66,HR26CQ6869,0.97,0.76
2025-05-09 10:11:31,67,DL3CBJ1384,0.99,0.74
2025-05-09 10:11:34,68,DL2CAT4762,0.99,0.69
2025-05-09 10:11:40,69,HR26CQ6869,0.97,0.76
2025-05-09 10:12:46,70,DL3CBJ1384,0.99,0.74
2025-05-09 10:12:49,71,DL2CAT4762,0.99,0.69
2025-05-09 10:12:56,72,HR26CQ6869,0.97,0.76
2025-05-09 10:14:04,73,DL3CBJ1384,0.99,0.74
2025-05-09 10:14:08,74,DL2CAT4762,0.99,0.69
2025-05-09 10:14:14,75,HR26CQ6869,0.97,0.76
2025-05-09 10:15:22,76,DL3CBJ1384,0.99,0.74
2025-05-09 10:15:26,77,DL2CAT4762,0.99,0.69
2025-05-09 10:15:32,78,HR26CQ6869,0.97,0.76
2025-05-09 10:16:40,79,DL3CBJ1384,0.99,0.74
2025-05-09 10:16:43,80,DL2CAT4762,0.99,0.69
2025-05-09 10:16:50,81,HR26CQ6869,0.97,0.76
2025-05-09 10:17:57,82,DL3CBJ1384,0.99,0.74
2025-05-09 10:18:00,83,DL2CAT4762,0.99,0.69
2025-05-09 10:18:07,84,HR26CQ6869,0.97,0.76
2025-05-09 10:19:15,85,DL3CBJ1384,0.99,0.74
2025-05-09 10:19:18,86,DL2CAT4762,0.99,0.69
2025-05-09 10:19:25,87,HR26CQ6869,0.97,0.76
2025-05-09 10:20:33,88,DL3CBJ1384,0.99,0.74
2025-05-09 10:20:37,89,DL2CAT4762,0.99,0.69
2025-05-09 10:20:43,90,HR26CQ6869,0.97,0.76
2025-05-09 10:21:53,91,DL3CBJ1384,0.99,0.74
2025-05-09 10:21:57,92,DL2CAT4762,0.99,0.69
2025-05-09 10:22:04,93,HR26CQ6869,0.97,0.76
2025-05-09 10:23:15,94,DL3CBJ1384,0.99,0.74
2025-05-09 10:23:19,95,DL2CAT4762,0.99,0.69
2025-05-09 10:23:25,96,HR26CQ6869,0.97,0.76
